Class ID;Preferred Label;Link
BTO:0000040;adenohypophysis;http://purl.obolibrary.org/obo/BTO_0000040
BTO:0001308;gastric mucosa;http://purl.obolibrary.org/obo/BTO_0001308
BTO:0000051;tendon sheath;http://purl.obolibrary.org/obo/BTO_0000051
BTO:0000398;enterocyte;http://purl.obolibrary.org/obo/BTO_0000398
BTO:0001319;external plexiform layer;http://purl.obolibrary.org/obo/BTO_0001319
BTO:0003760;SNU-182 cell;http://purl.obolibrary.org/obo/BTO_0003760
BTO:0004828;HGC-27 cell;http://purl.obolibrary.org/obo/BTO_0004828
BTO:0003771;T2 cell;http://purl.obolibrary.org/obo/BTO_0003771
BTO:0005763;culture condition:2,4-dinitroanisole-grown cell;http://purl.obolibrary.org/obo/BTO_0005763
BTO:0003782;rectal adenocarcinoma cell;http://purl.obolibrary.org/obo/BTO_0003782
BTO:0005774;ICP-298 cell;http://purl.obolibrary.org/obo/BTO_0005774
BTO:0002230;culture condition:naphthalene-grown cell;http://purl.obolibrary.org/obo/BTO_0002230
BTO:0004875;labellum;http://purl.obolibrary.org/obo/BTO_0004875
BTO:0002883;32D clone3 cell;http://purl.obolibrary.org/obo/BTO_0002883
BTO:0004289;culture condition:Warrens medium-grown cell;http://purl.obolibrary.org/obo/BTO_0004289
BTO:0000607;HTC cell;http://purl.obolibrary.org/obo/BTO_0000607
BTO:0001331;sweat gland;http://purl.obolibrary.org/obo/BTO_0001331
BTO:0003334;culture condition:lactate/sulfate-grown cell;http://purl.obolibrary.org/obo/BTO_0003334
BTO:0001342;A3 cell;http://purl.obolibrary.org/obo/BTO_0001342
BTO:0004078;non-small cell lung adenocarcinoma cell line;http://purl.obolibrary.org/obo/BTO_0004078
BTO:0002737;SP-6.5 cell;http://purl.obolibrary.org/obo/BTO_0002737
BTO:0000745;Lewis lung carcinoma cell;http://purl.obolibrary.org/obo/BTO_0000745
BTO:0002748;BL-2 cell;http://purl.obolibrary.org/obo/BTO_0002748
BTO:0000756;pituitary gland tumor cell line;http://purl.obolibrary.org/obo/BTO_0000756
BTO:0002759;PC6-7 cell;http://purl.obolibrary.org/obo/BTO_0002759
BTO:0001691;spiral organ;http://purl.obolibrary.org/obo/BTO_0001691
BTO:0001353;telson;http://purl.obolibrary.org/obo/BTO_0001353
BTO:0003345;CL1 lung adenocarcinoma cell;http://purl.obolibrary.org/obo/BTO_0003345
BTO:0005601;paracentral lobule;http://purl.obolibrary.org/obo/BTO_0005601
BTO:0000734;myelocyte;http://purl.obolibrary.org/obo/BTO_0000734
BTO:0005310;mTOP2beta-5 cell;http://purl.obolibrary.org/obo/BTO_0005310
BTO:0004724;animal cap;http://purl.obolibrary.org/obo/BTO_0004724
BTO:0002784;corpus albicans;http://purl.obolibrary.org/obo/BTO_0002784
BTO:0000792;urinary bladder cancer cell line;http://purl.obolibrary.org/obo/BTO_0000792
BTO:0002795;culture condition:glucose-grown cell;http://purl.obolibrary.org/obo/BTO_0002795
BTO:0002435;colorectal mucosa;http://purl.obolibrary.org/obo/BTO_0002435
BTO:0004702;ventral striatum;http://purl.obolibrary.org/obo/BTO_0004702
BTO:0004438;HSCC cell;http://purl.obolibrary.org/obo/BTO_0004438
BTO:0002710;UM-SCC-14B cell;http://purl.obolibrary.org/obo/BTO_0002710
BTO:0002446;medial septum;http://purl.obolibrary.org/obo/BTO_0002446
BTO:0004449;LN-443 cell;http://purl.obolibrary.org/obo/BTO_0004449
BTO:0002721;BC-2 cell;http://purl.obolibrary.org/obo/BTO_0002721
BTO:0002457;nucleus parataenialis;http://purl.obolibrary.org/obo/BTO_0002457
BTO:0003392;medial nidopallium;http://purl.obolibrary.org/obo/BTO_0003392
BTO:0004713;larval ventral ganglion;http://purl.obolibrary.org/obo/BTO_0004713
BTO:0002307;yeast form;http://purl.obolibrary.org/obo/BTO_0002307
BTO:0005034;DT-40 3KO cell;http://purl.obolibrary.org/obo/BTO_0005034
BTO:0001050;culture condition:phenol-grown cell;http://purl.obolibrary.org/obo/BTO_0001050
BTO:0003042;J-774.1 cell;http://purl.obolibrary.org/obo/BTO_0003042
BTO:0004770;TAD-2 cell;http://purl.obolibrary.org/obo/BTO_0004770
BTO:0004781;SK-RC-26B cell;http://purl.obolibrary.org/obo/BTO_0004781
BTO:0003240;NCI-H2126 cell;http://purl.obolibrary.org/obo/BTO_0003240
BTO:0005232;culture condition:n-decane-grown cell;http://purl.obolibrary.org/obo/BTO_0005232
BTO:0005021;B6Tert-1 cell;http://purl.obolibrary.org/obo/BTO_0005021
BTO:0000027;achene;http://purl.obolibrary.org/obo/BTO_0000027
BTO:0000238;cerebrovascular endothelial cell;http://purl.obolibrary.org/obo/BTO_0000238
BTO:0002019;corpus cavernosum penis;http://purl.obolibrary.org/obo/BTO_0002019
BTO:0002654;hippocampal mossy fiber;http://purl.obolibrary.org/obo/BTO_0002654
BTO:0001908;MDA-MB-453 cell;http://purl.obolibrary.org/obo/BTO_0001908
BTO:0000640;intestinal gland;http://purl.obolibrary.org/obo/BTO_0000640
BTO:0000651;small intestine;http://purl.obolibrary.org/obo/BTO_0000651
BTO:0002643;cortical collecting duct;http://purl.obolibrary.org/obo/BTO_0002643
BTO:0002330;lamina propria;http://purl.obolibrary.org/obo/BTO_0002330
BTO:0002341;leaf collar;http://purl.obolibrary.org/obo/BTO_0002341
BTO:0003609;culture condition:dicyclopropylketone-grown cell;http://purl.obolibrary.org/obo/BTO_0003609
BTO:0002352;digitus quartis pedis;http://purl.obolibrary.org/obo/BTO_0002352
BTO:0004333;Do11.10 cell;http://purl.obolibrary.org/obo/BTO_0004333
BTO:0005797;PEO-4 cell;http://purl.obolibrary.org/obo/BTO_0005797
BTO:0001755;masseter;http://purl.obolibrary.org/obo/BTO_0001755
BTO:0003747;superficial temporal artery;http://purl.obolibrary.org/obo/BTO_0003747
BTO:0005739;transfer cell;http://purl.obolibrary.org/obo/BTO_0005739
BTO:0002690;biofilm;http://purl.obolibrary.org/obo/BTO_0002690
BTO:0004693;regio parietalis capitis;http://purl.obolibrary.org/obo/BTO_0004693
BTO:0003758;STAV-AB cell;http://purl.obolibrary.org/obo/BTO_0003758
BTO:0004344;infralimbic cortex;http://purl.obolibrary.org/obo/BTO_0004344
BTO:0004355;perirhinal cortex;http://purl.obolibrary.org/obo/BTO_0004355
BTO:0000203;respiratory system;http://purl.obolibrary.org/obo/BTO_0000203
BTO:0001667;HMB-2 cell;http://purl.obolibrary.org/obo/BTO_0001667
BTO:0001678;Th1 cell;http://purl.obolibrary.org/obo/BTO_0001678
BTO:0005786;SNU-1 cell;http://purl.obolibrary.org/obo/BTO_0005786
BTO:0003794;chlorenchyma;http://purl.obolibrary.org/obo/BTO_0003794
BTO:0005437;mammary luminal epithelial cell;http://purl.obolibrary.org/obo/BTO_0005437
BTO:0000214;cell culture;http://purl.obolibrary.org/obo/BTO_0000214
BTO:0000225;CEM cell;http://purl.obolibrary.org/obo/BTO_0000225
BTO:0002206;small cell lung cancer cell line;http://purl.obolibrary.org/obo/BTO_0002206
BTO:0005448;ARL-15C1 cell;http://purl.obolibrary.org/obo/BTO_0005448
BTO:0002217;culture supernatant;http://purl.obolibrary.org/obo/BTO_0002217
BTO:0005459;GP-202 cell;http://purl.obolibrary.org/obo/BTO_0005459
BTO:0003781;RCC 786-O cell;http://purl.obolibrary.org/obo/BTO_0003781
BTO:0003992;ZL-34 cell;http://purl.obolibrary.org/obo/BTO_0003992
BTO:0005635;culture condition:avicel-grown cell;http://purl.obolibrary.org/obo/BTO_0005635
BTO:0000779;mesenteric artery;http://purl.obolibrary.org/obo/BTO_0000779
BTO:0000272;colon transversum;http://purl.obolibrary.org/obo/BTO_0000272
BTO:0002264;dried cell;http://purl.obolibrary.org/obo/BTO_0002264
BTO:0001307;stomach;http://purl.obolibrary.org/obo/BTO_0001307
BTO:0001318;submandibular ganglion;http://purl.obolibrary.org/obo/BTO_0001318
BTO:0000261;culture condition:mannitol-grown cell;http://purl.obolibrary.org/obo/BTO_0000261
BTO:0001329;gastrinoma cell;http://purl.obolibrary.org/obo/BTO_0001329
BTO:0004736;B-CPAP cell;http://purl.obolibrary.org/obo/BTO_0004736
BTO:0003690;mucous acinar cell;http://purl.obolibrary.org/obo/BTO_0003690
BTO:0004747;NCI-H716 cell;http://purl.obolibrary.org/obo/BTO_0004747
BTO:0004758;arterial endothelial cell;http://purl.obolibrary.org/obo/BTO_0004758
BTO:0005482;38E6E7HFK cell;http://purl.obolibrary.org/obo/BTO_0005482
BTO:0001365;thalamus;http://purl.obolibrary.org/obo/BTO_0001365
BTO:0001376;thigh;http://purl.obolibrary.org/obo/BTO_0001376
BTO:0003632;cervicovaginal fluid;http://purl.obolibrary.org/obo/BTO_0003632
BTO:0003368;frontal gland;http://purl.obolibrary.org/obo/BTO_0003368
BTO:0005424;melan-a Hm cell;http://purl.obolibrary.org/obo/BTO_0005424
BTO:0003643;HD-11 cell;http://purl.obolibrary.org/obo/BTO_0003643
BTO:0003379;phellogen;http://purl.obolibrary.org/obo/BTO_0003379
BTO:0003355;BEAS-2B/BBM cell;http://purl.obolibrary.org/obo/BTO_0003355
BTO:0000606;LK-63 cell;http://purl.obolibrary.org/obo/BTO_0000606
BTO:0004299;lung epithelial cell;http://purl.obolibrary.org/obo/BTO_0004299
BTO:0000617;ileal carcinoid cell;http://purl.obolibrary.org/obo/BTO_0000617
BTO:0003333;culture condition:1,2-propanediol-grown cell;http://purl.obolibrary.org/obo/BTO_0003333
BTO:0002609;astroglial cell;http://purl.obolibrary.org/obo/BTO_0002609
BTO:0001341;S-49 cell;http://purl.obolibrary.org/obo/BTO_0001341
BTO:0001352;NRP-154 cell;http://purl.obolibrary.org/obo/BTO_0001352
BTO:0003344;CL1-4 cell;http://purl.obolibrary.org/obo/BTO_0003344
BTO:0000628;inflorescence;http://purl.obolibrary.org/obo/BTO_0000628
BTO:0000966;optic nerve;http://purl.obolibrary.org/obo/BTO_0000966
BTO:0000977;ovary cell line;http://purl.obolibrary.org/obo/BTO_0000977
BTO:0000664;K-562 cell;http://purl.obolibrary.org/obo/BTO_0000664
BTO:0002720;BC-1 cell;http://purl.obolibrary.org/obo/BTO_0002720
BTO:0002667;cord blood stem cell;http://purl.obolibrary.org/obo/BTO_0002667
BTO:0000675;SW-620 cell;http://purl.obolibrary.org/obo/BTO_0000675
BTO:0004459;LN-382 cell;http://purl.obolibrary.org/obo/BTO_0004459
BTO:0003391;hepatic primordium;http://purl.obolibrary.org/obo/BTO_0003391
BTO:0004723;lymphoid dendritic cell;http://purl.obolibrary.org/obo/BTO_0004723
BTO:0003053;NCI-N87 cell;http://purl.obolibrary.org/obo/BTO_0003053
BTO:0005045;LNCaP-34 cell;http://purl.obolibrary.org/obo/BTO_0005045
BTO:0005320;MIN6-N8 cell;http://purl.obolibrary.org/obo/BTO_0005320
BTO:0005056;J7 hepatoma cell;http://purl.obolibrary.org/obo/BTO_0005056
BTO:0001203;salivary gland;http://purl.obolibrary.org/obo/BTO_0001203
BTO:0003206;A-253 cell;http://purl.obolibrary.org/obo/BTO_0003206
BTO:0001214;Yoshida sarcoma cell;http://purl.obolibrary.org/obo/BTO_0001214
BTO:0004288;culture condition:starch-grown cell;http://purl.obolibrary.org/obo/BTO_0004288
BTO:0002634;L3-5-3 cell;http://purl.obolibrary.org/obo/BTO_0002634
BTO:0004637;urinary bladder endothelial cell;http://purl.obolibrary.org/obo/BTO_0004637
BTO:0000653;iris;http://purl.obolibrary.org/obo/BTO_0000653
BTO:0002645;CCD-8Lu cell;http://purl.obolibrary.org/obo/BTO_0002645
BTO:0002656;sickle cell;http://purl.obolibrary.org/obo/BTO_0002656
BTO:0004648;culture condition:sucrose-grown cell;http://purl.obolibrary.org/obo/BTO_0004648
BTO:0004901;non-neuronal cell;http://purl.obolibrary.org/obo/BTO_0004901
BTO:0004912;culture condition:peptone-yeast extract-grown cell;http://purl.obolibrary.org/obo/BTO_0004912
BTO:0003380;phelloderm;http://purl.obolibrary.org/obo/BTO_0003380
BTO:0005023;cEND cell;http://purl.obolibrary.org/obo/BTO_0005023
BTO:0000631;culture condition:inositol-deficient-grown cell;http://purl.obolibrary.org/obo/BTO_0000631
BTO:0000642;intestinal mucosa;http://purl.obolibrary.org/obo/BTO_0000642
BTO:0002994;lacteal cyst;http://purl.obolibrary.org/obo/BTO_0002994
BTO:0004266;H-10 cell;http://purl.obolibrary.org/obo/BTO_0004266
BTO:0000991;pancreatic islet;http://purl.obolibrary.org/obo/BTO_0000991
BTO:0002783;superior mesenteric vein;http://purl.obolibrary.org/obo/BTO_0002783
BTO:0002197;M22 cell;http://purl.obolibrary.org/obo/BTO_0002197
BTO:0000507;foregut;http://purl.obolibrary.org/obo/BTO_0000507
BTO:0003738;tenia tecta;http://purl.obolibrary.org/obo/BTO_0003738
BTO:0004684;genital pore;http://purl.obolibrary.org/obo/BTO_0004684
BTO:0000194;endometrioid carcinoma cell;http://purl.obolibrary.org/obo/BTO_0000194
BTO:0002186;culture condition:2-chloroacrylate-grown cell;http://purl.obolibrary.org/obo/BTO_0002186
BTO:0003231;SHG-44 cell;http://purl.obolibrary.org/obo/BTO_0003231
BTO:0005012;46BR.1G1 cell;http://purl.obolibrary.org/obo/BTO_0005012
BTO:0003020;NCI-H209 cell;http://purl.obolibrary.org/obo/BTO_0003020
BTO:0001298;basal cell carcinoma cell;http://purl.obolibrary.org/obo/BTO_0001298
BTO:0005210;syntrophic cell culture;http://purl.obolibrary.org/obo/BTO_0005210
BTO:0000205;nerve plexus;http://purl.obolibrary.org/obo/BTO_0000205
BTO:0000216;culture condition;http://purl.obolibrary.org/obo/BTO_0000216
BTO:0002208;K6H6/B5 cell;http://purl.obolibrary.org/obo/BTO_0002208
BTO:0000565;HEL cell;http://purl.obolibrary.org/obo/BTO_0000565
BTO:0004311;4T1 cell;http://purl.obolibrary.org/obo/BTO_0004311
BTO:0005775;KBM-7 cell;http://purl.obolibrary.org/obo/BTO_0005775
BTO:0003783;rectal adenocarcinoma cell line;http://purl.obolibrary.org/obo/BTO_0003783
BTO:0001944;H9 cell;http://purl.obolibrary.org/obo/BTO_0001944
BTO:0003725;SK-UT-1B cell;http://purl.obolibrary.org/obo/BTO_0003725
BTO:0004660;human amniotic epithelial cell;http://purl.obolibrary.org/obo/BTO_0004660
BTO:0005717;MM200 cell;http://purl.obolibrary.org/obo/BTO_0005717
BTO:0003936;laryngeal squamous cell carcinoma cell;http://purl.obolibrary.org/obo/BTO_0003936
BTO:0004671;hair medulla;http://purl.obolibrary.org/obo/BTO_0004671
BTO:0005728;gynophore;http://purl.obolibrary.org/obo/BTO_0005728
BTO:0004682;gential atrium;http://purl.obolibrary.org/obo/BTO_0004682
BTO:0004322;2BNneo cell;http://purl.obolibrary.org/obo/BTO_0004322
BTO:0001933;BRL cell;http://purl.obolibrary.org/obo/BTO_0001933
BTO:0001669;HMC-1 cell;http://purl.obolibrary.org/obo/BTO_0001669
BTO:0003139;UM-SCC-12 cell;http://purl.obolibrary.org/obo/BTO_0003139
BTO:0001645;wing bud;http://purl.obolibrary.org/obo/BTO_0001645
BTO:0001656;nerve cord;http://purl.obolibrary.org/obo/BTO_0001656
BTO:0001991;culture condition:phthalate-grown cell;http://purl.obolibrary.org/obo/BTO_0001991
BTO:0001780;oxyntic cell;http://purl.obolibrary.org/obo/BTO_0001780
BTO:0003772;SF-268 cell;http://purl.obolibrary.org/obo/BTO_0003772
BTO:0005764;culture condition:chitosan-grown cell;http://purl.obolibrary.org/obo/BTO_0005764
BTO:0005426;NB-69 cell;http://purl.obolibrary.org/obo/BTO_0005426
BTO:0003970;outer root sheath companion layer;http://purl.obolibrary.org/obo/BTO_0003970
BTO:0003186;NHM cell;http://purl.obolibrary.org/obo/BTO_0003186
BTO:0005624;NE-4C cell;http://purl.obolibrary.org/obo/BTO_0005624
BTO:0000968;osteoclast;http://purl.obolibrary.org/obo/BTO_0000968
BTO:0002749;HS-74 cell;http://purl.obolibrary.org/obo/BTO_0002749
BTO:0000757;plasmodium;http://purl.obolibrary.org/obo/BTO_0000757
BTO:0001692;cochlear duct;http://purl.obolibrary.org/obo/BTO_0001692
BTO:0002242;oral epithelial cell;http://purl.obolibrary.org/obo/BTO_0002242
BTO:0002589;H-7721 cell;http://purl.obolibrary.org/obo/BTO_0002589
BTO:0001634;leptomeninx;http://purl.obolibrary.org/obo/BTO_0001634
BTO:0000250;chondrosarcoma cell;http://purl.obolibrary.org/obo/BTO_0000250
BTO:0002231;culture condition:porcine gastric mucin-grown cell;http://purl.obolibrary.org/obo/BTO_0002231
BTO:0002796;culture condition:glutamate-grown cell;http://purl.obolibrary.org/obo/BTO_0002796
BTO:0004714;palatine tonsil;http://purl.obolibrary.org/obo/BTO_0004714
BTO:0004725;embryonic fibroblast;http://purl.obolibrary.org/obo/BTO_0004725
BTO:0005660;corolla tube;http://purl.obolibrary.org/obo/BTO_0005660
BTO:0005671;KGN cell;http://purl.obolibrary.org/obo/BTO_0005671
BTO:0001343;extensor digitorum communis;http://purl.obolibrary.org/obo/BTO_0001343
BTO:0003335;EBV-LCL cell;http://purl.obolibrary.org/obo/BTO_0003335
BTO:0001354;telson muscle;http://purl.obolibrary.org/obo/BTO_0001354
BTO:0005602;anterior paracentral gyrus;http://purl.obolibrary.org/obo/BTO_0005602
BTO:0003610;culture condition:L-galactonate-grown cell;http://purl.obolibrary.org/obo/BTO_0003610
BTO:0003346;corneal fibroblast cell line;http://purl.obolibrary.org/obo/BTO_0003346
BTO:0003621;serosal mast cell;http://purl.obolibrary.org/obo/BTO_0003621
BTO:0005613;BMC-2 cell;http://purl.obolibrary.org/obo/BTO_0005613
BTO:0003357;ARPE cell;http://purl.obolibrary.org/obo/BTO_0003357
BTO:0000933;N18TG2 cell;http://purl.obolibrary.org/obo/BTO_0000933
BTO:0004277;scleral lamina cribrosa;http://purl.obolibrary.org/obo/BTO_0004277
BTO:0001530;glioblastoma cell line;http://purl.obolibrary.org/obo/BTO_0001530
BTO:0003322;HCC-2998 cell;http://purl.obolibrary.org/obo/BTO_0003322
BTO:0002722;BC-3 cell;http://purl.obolibrary.org/obo/BTO_0002722
BTO:0000944;NIH-3T3 cell;http://purl.obolibrary.org/obo/BTO_0000944
BTO:0000955;laryngeal cell line;http://purl.obolibrary.org/obo/BTO_0000955
BTO:0000990;pancreatic alpha cell;http://purl.obolibrary.org/obo/BTO_0000990
BTO:0002993;beta-TC3 cell;http://purl.obolibrary.org/obo/BTO_0002993
BTO:0004636;urinary bladder endothelium;http://purl.obolibrary.org/obo/BTO_0004636
BTO:0000863;midgut;http://purl.obolibrary.org/obo/BTO_0000863
BTO:0000652;culture condition:mannuronate-grown cell;http://purl.obolibrary.org/obo/BTO_0000652
BTO:0002644;CCD-13Lu cell;http://purl.obolibrary.org/obo/BTO_0002644
BTO:0002655;postlarva;http://purl.obolibrary.org/obo/BTO_0002655
BTO:0004647;culture condition:phosphonopyruvate-grown cell;http://purl.obolibrary.org/obo/BTO_0004647
BTO:0003590;GM01492 cell;http://purl.obolibrary.org/obo/BTO_0003590
BTO:0005593;mesocorticolimbic dopaminergic system;http://purl.obolibrary.org/obo/BTO_0005593
BTO:0004658;imaginal disc;http://purl.obolibrary.org/obo/BTO_0004658
BTO:0000805;pancreatic PP cell;http://purl.obolibrary.org/obo/BTO_0000805
BTO:0001540;goblet cell;http://purl.obolibrary.org/obo/BTO_0001540
BTO:0002808;B16-BL6 cell;http://purl.obolibrary.org/obo/BTO_0002808
BTO:0000816;breast cell line;http://purl.obolibrary.org/obo/BTO_0000816
BTO:0004993;UM-UC-5 cell;http://purl.obolibrary.org/obo/BTO_0004993
BTO:0004782;SK-N-BE(2)C cell;http://purl.obolibrary.org/obo/BTO_0004782
BTO:0001551;free-living state;http://purl.obolibrary.org/obo/BTO_0001551
BTO:0004694;rectal sac;http://purl.obolibrary.org/obo/BTO_0004694
BTO:0004980;uveal melanoma cell;http://purl.obolibrary.org/obo/BTO_0004980
BTO:0002691;neuroendocrine cell;http://purl.obolibrary.org/obo/BTO_0002691
BTO:0001967;cervical cancer cell line;http://purl.obolibrary.org/obo/BTO_0001967
BTO:0001978;anal canal;http://purl.obolibrary.org/obo/BTO_0001978
BTO:0003759;SNUOT-Rb1 cell;http://purl.obolibrary.org/obo/BTO_0003759
BTO:0003252;uterine leiomyoma cell line;http://purl.obolibrary.org/obo/BTO_0003252
BTO:0005233;culture condition:dextrose-grown cell;http://purl.obolibrary.org/obo/BTO_0005233
BTO:0005244;culture condition:CD19+ cell;http://purl.obolibrary.org/obo/BTO_0005244
BTO:0001909;N1E-115 cell;http://purl.obolibrary.org/obo/BTO_0001909
BTO:0000588;LL/2 (LLC1) cell;http://purl.obolibrary.org/obo/BTO_0000588
BTO:0005255;RPMI-1788 cell;http://purl.obolibrary.org/obo/BTO_0005255
BTO:0000599;Hep-G2 cell;http://purl.obolibrary.org/obo/BTO_0000599
BTO:0003230;RL cell;http://purl.obolibrary.org/obo/BTO_0003230
BTO:0002506;enteric nervous system;http://purl.obolibrary.org/obo/BTO_0002506
BTO:0003241;NCI-H2087 cell;http://purl.obolibrary.org/obo/BTO_0003241
BTO:0000564;heart valve;http://purl.obolibrary.org/obo/BTO_0000564
BTO:0000575;hepatocyte;http://purl.obolibrary.org/obo/BTO_0000575
BTO:0002229;culture condition:heme-grown cell;http://purl.obolibrary.org/obo/BTO_0002229
BTO:0001103;skeletal muscle;http://purl.obolibrary.org/obo/BTO_0001103
BTO:0001114;primary leaf;http://purl.obolibrary.org/obo/BTO_0001114
BTO:0004345;entorhinal cortex;http://purl.obolibrary.org/obo/BTO_0004345
BTO:0004356;Brodmann area 35;http://purl.obolibrary.org/obo/BTO_0004356
BTO:0005291;culture condition:yeast extract-grown cell;http://purl.obolibrary.org/obo/BTO_0005291
BTO:0004543;inner medullary collecting duct cell;http://purl.obolibrary.org/obo/BTO_0004543
BTO:0002551;ACH-2 cell;http://purl.obolibrary.org/obo/BTO_0002551
BTO:0001932;BT-474 cell;http://purl.obolibrary.org/obo/BTO_0001932
BTO:0001668;mast cell line;http://purl.obolibrary.org/obo/BTO_0001668
BTO:0001943;corneocyte;http://purl.obolibrary.org/obo/BTO_0001943
BTO:0001679;Th2 cell;http://purl.obolibrary.org/obo/BTO_0001679
BTO:0000262;clove;http://purl.obolibrary.org/obo/BTO_0000262
BTO:0002265;microplasmodium;http://purl.obolibrary.org/obo/BTO_0002265
BTO:0000273;ink gland;http://purl.obolibrary.org/obo/BTO_0000273
BTO:0002276;immobilized cell;http://purl.obolibrary.org/obo/BTO_0002276
BTO:0002540;culture condition:styrene oxide-grown cell;http://purl.obolibrary.org/obo/BTO_0002540
BTO:0004532;C-10 cell;http://purl.obolibrary.org/obo/BTO_0004532
BTO:0000204;carotid body;http://purl.obolibrary.org/obo/BTO_0000204
BTO:0000215;culture condition:galactonate-grown cell;http://purl.obolibrary.org/obo/BTO_0000215
BTO:0002207;NCI-H460 cell;http://purl.obolibrary.org/obo/BTO_0002207
BTO:0001161;chorionic villus;http://purl.obolibrary.org/obo/BTO_0001161
BTO:0000226;gitter cell;http://purl.obolibrary.org/obo/BTO_0000226
BTO:0002218;chalazal cell;http://purl.obolibrary.org/obo/BTO_0002218
BTO:0001954;median eminence;http://purl.obolibrary.org/obo/BTO_0001954
BTO:0003935;L57-3-11 cell;http://purl.obolibrary.org/obo/BTO_0003935
BTO:0003946;MMDD1 cell;http://purl.obolibrary.org/obo/BTO_0003946
BTO:0003957;N-9 cell;http://purl.obolibrary.org/obo/BTO_0003957
BTO:0003644;metanephric adenoma cell;http://purl.obolibrary.org/obo/BTO_0003644
BTO:0003655;thyroid cartilage;http://purl.obolibrary.org/obo/BTO_0003655
BTO:0005636;culture condition:wheat bran-grown cell;http://purl.obolibrary.org/obo/BTO_0005636
BTO:0004590;nasal epithelium cell line;http://purl.obolibrary.org/obo/BTO_0004590
BTO:0005647;culture condition:glycine betaine-grown cell;http://purl.obolibrary.org/obo/BTO_0005647
BTO:0005658;testis steroidogenic cell;http://purl.obolibrary.org/obo/BTO_0005658
BTO:0003633;colonic adenoma cell;http://purl.obolibrary.org/obo/BTO_0003633
BTO:0002900;monocyte-derived dendritic cell;http://purl.obolibrary.org/obo/BTO_0002900
BTO:0001990;culture condition:oleate-grown cell;http://purl.obolibrary.org/obo/BTO_0001990
BTO:0003993;ZP-121 cell;http://purl.obolibrary.org/obo/BTO_0003993
BTO:0001506;radula;http://purl.obolibrary.org/obo/BTO_0001506
BTO:0005199;CEM-ADR5000 cell;http://purl.obolibrary.org/obo/BTO_0005199
BTO:0001517;FAO cell;http://purl.obolibrary.org/obo/BTO_0001517
BTO:0001528;B-lymphoblast;http://purl.obolibrary.org/obo/BTO_0001528
BTO:0002241;eyelid;http://purl.obolibrary.org/obo/BTO_0002241
BTO:0003509;headfoot;http://purl.obolibrary.org/obo/BTO_0003509
BTO:0000111;BALB/3T12-3 cell;http://purl.obolibrary.org/obo/BTO_0000111
BTO:0002103;MOPC-173 cell;http://purl.obolibrary.org/obo/BTO_0002103
BTO:0003185;NHDF cell;http://purl.obolibrary.org/obo/BTO_0003185
BTO:0003196;SK-RC-17 cell;http://purl.obolibrary.org/obo/BTO_0003196
BTO:0005188;trunk kidney;http://purl.obolibrary.org/obo/BTO_0005188
BTO:0002252;subthalamic nucleus;http://purl.obolibrary.org/obo/BTO_0002252
BTO:0000618;ileal lavage fluid;http://purl.obolibrary.org/obo/BTO_0000618
BTO:0001204;salt gland;http://purl.obolibrary.org/obo/BTO_0001204
BTO:0003207;A2780/100 cell;http://purl.obolibrary.org/obo/BTO_0003207
BTO:0003218;U-343MG-A cell;http://purl.obolibrary.org/obo/BTO_0003218
BTO:0005623;neuroepithelial cell line;http://purl.obolibrary.org/obo/BTO_0005623
BTO:0000967;osseous plate;http://purl.obolibrary.org/obo/BTO_0000967
BTO:0000978;CMK cell;http://purl.obolibrary.org/obo/BTO_0000978
BTO:0000100;astrocytoma cell;http://purl.obolibrary.org/obo/BTO_0000100
BTO:0001564;rectus femoris;http://purl.obolibrary.org/obo/BTO_0001564
BTO:0000629;ink;http://purl.obolibrary.org/obo/BTO_0000629
BTO:0003831;culture condition:vinyl chloride-grown cell;http://purl.obolibrary.org/obo/BTO_0003831
BTO:0003620;BMMC cell;http://purl.obolibrary.org/obo/BTO_0003620
BTO:0005612;BL-6 cell;http://purl.obolibrary.org/obo/BTO_0005612
BTO:0001575;choriocarcinoma cell line;http://purl.obolibrary.org/obo/BTO_0001575
BTO:0003567;C-3842 cell;http://purl.obolibrary.org/obo/BTO_0003567
BTO:0003356;BBm cell;http://purl.obolibrary.org/obo/BTO_0003356
BTO:0005321;B6SUtA1 cell;http://purl.obolibrary.org/obo/BTO_0005321
BTO:0004935;NALM-24 cell;http://purl.obolibrary.org/obo/BTO_0004935
BTO:0004946;UTP-L5 cell;http://purl.obolibrary.org/obo/BTO_0004946
BTO:0005670;C-20/A4 cell;http://purl.obolibrary.org/obo/BTO_0005670
BTO:0005681;storage root;http://purl.obolibrary.org/obo/BTO_0005681
BTO:0003404;hyperpallium densocellulare;http://purl.obolibrary.org/obo/BTO_0003404
BTO:0001148;BALL-1 cell;http://purl.obolibrary.org/obo/BTO_0001148
BTO:0001412;U-937 cell;http://purl.obolibrary.org/obo/BTO_0001412
BTO:0001137;right colon mucosa;http://purl.obolibrary.org/obo/BTO_0001137
BTO:0001401;tuber cortex;http://purl.obolibrary.org/obo/BTO_0001401
BTO:0004992;UM-UC-10 cell;http://purl.obolibrary.org/obo/BTO_0004992
BTO:0000249;chondrocyte;http://purl.obolibrary.org/obo/BTO_0000249
BTO:0001184;rind;http://purl.obolibrary.org/obo/BTO_0001184
